,Major,Minor,ZipCode,DocumentDate,SalePrice,SqFtLot,SqFtTotLiving,Nuisances,Has_Nuisance,TrafficNoise,PowerLines,OtherNuisances,Is_WaterFrontLocation,WaterFrontLocation,Has_Porch,Has_OpenPorch,Has_EnclosedPorch,View_MtRainier,View_Olympics,View_Cascades,SeattleSkyline,View_PugetSound,View_LakeWashington,View_LakeSammamish,View_SmallLakeRiverCreek,BldgGrade,Has_Deck,Has_Finished_Basement,Has_Attached_Garage
631765,342406,9198,98027,2019-08-06,812000,7200,1330,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,0
155876,342406,9318,98027,2019-10-09,545900,8276,1110,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,3.0,0,0,0
426314,342406,9207,98027,2019-10-14,685000,6300,2000,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,4.0,0,0,0
738702,342406,9376,98027,2019-03-22,1140000,8710,2890,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,6.0,0,0,1
691563,342406,9367,98027,2019-04-10,900000,4733,2430,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,6.0,1,0,1
77573,342406,9126,98027,2019-05-08,1250000,8710,3110,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,6.0,0,0,1
846639,342406,9230,98027,2019-08-10,1435000,143325,3370,Traffic Noise,1,1,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,6.0,1,0,1
155608,342406,9378,98027,2019-08-16,1125000,8710,2890,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,6.0,0,0,1
522928,342406,9377,98027,2019-12-19,973000,8710,3110,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,6.0,0,0,1
474768,342408,9098,98045,2019-04-12,630000,227049,1380,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,6.0,1,0,0
467075,342408,9087,98045,2019-07-11,1725000,577605,6250,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,7.0,1,1,0
397302,342408,9089,98065,2019-09-04,740000,34000,2550,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,7.0,1,0,0
473286,342505,9221,98005,2019-02-05,1412500,32670,3830,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,8.0,1,1,0
546228,342505,9192,98005,2019-02-15,1350000,20037,2430,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,6.0,0,0,1
238498,342505,9043,98005,2019-02-22,1225000,20005,5040,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,7.0,0,0,1
192602,342505,9052,98005,2019-04-12,2500000,51836,5070,Power Lines,1,0,1,0,0,None,1,1,0,0,0,0,0,0,0,0,0,7.0,0,0,1
891202,342505,9045,98005,2019-04-21,690000,15246,1170,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,1,0,1
238569,342505,9031,98005,2019-04-22,1300000,26136,3760,Traffic Noise,1,2,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,7.0,0,0,1
557028,342505,9196,98005,2019-04-22,1300000,15681,4400,Traffic Noise,1,2,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,7.0,0,0,1
534617,342505,9090,98005,2019-06-14,2099000,17176,3820,Power Lines,1,0,1,0,0,None,1,1,0,0,0,0,0,0,0,0,0,7.0,1,1,0
758526,342505,9089,98005,2019-07-02,2050000,29135,3780,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,10.0,0,0,1
466466,342505,9037,98005,2019-11-21,1240000,25711,2620,Traffic Noise,1,2,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,6.0,0,0,1
176627,342505,9137,98005,2019-12-11,1815000,19639,2780,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,7.0,0,0,1
547059,342505,9069,98005,2019-01-15,75000,29563,3330,Traffic Noise,1,2,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,8.0,0,0,1
389649,342505,9294,98005,2019-09-04,2047500,20002,4350,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,8.0,0,0,1
612951,342506,9093,98074,2019-06-19,996500,36437,3170,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,6.0,1,1,1
928988,342506,9095,98074,2019-03-08,1175000,5761,3360,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,7.0,0,0,1
887027,342506,9097,98074,2019-04-18,1360000,8380,3940,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,7.0,0,0,1
760903,342506,9089,98074,2019-11-15,1499990,6958,4140,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,7.0,0,0,1
882348,342506,9147,98074,2019-12-03,1749990,11059,4490,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,7.0,0,0,1
392166,342604,9130,98115,2019-03-12,720000,5481,1740,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,5.0,1,1,0
887143,342604,9210,98115,2019-04-30,480000,5001,2450,Traffic Noise,1,2,0,0,0,None,0,0,0,0,0,2,0,0,2,0,0,7.0,1,0,0
13779,342604,9031,98115,2019-06-12,1235000,4887,3010,Traffic Noise,1,2,0,0,0,None,1,1,0,0,0,2,0,0,3,0,0,8.0,1,1,0
284477,342604,9227,98115,2019-07-15,1250000,11213,2550,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,8.0,1,0,1
713556,342604,9125,98115,2019-07-26,810000,12100,1680,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,6.0,1,1,1
694263,342604,9126,98115,2019-09-27,650000,14375,1110,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,6.0,1,0,0
737903,342604,9149,98115,2019-10-14,725000,8293,1420,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,6.0,0,1,0
657932,342604,9136,98115,2019-10-29,725000,9200,2720,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,5.0,1,1,0
889860,342604,9148,98115,2019-12-02,785000,8293,2320,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,1,1,0
925372,342604,9145,98115,2019-07-15,950000,7757,2170,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,6.0,1,0,1
603420,342605,9092,98033,2019-08-13,1799990,7007,3870,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,7.0,0,0,1
723978,342605,9056,98033,2019-08-13,1839990,7057,3930,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,7.0,0,0,1
310399,342605,9008,98052,2019-05-02,726500,18174,2250,Traffic Noise,1,1,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,1,1,1
523001,342606,9030,98053,2019-03-04,861000,63162,3300,Other Nuisances,1,0,0,1,0,None,0,0,0,0,0,0,0,0,0,0,0,7.0,0,0,0
763706,342607,9087,98014,2019-04-16,828500,246114,3210,Traffic Noise,1,1,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,7.0,0,0,1
332195,342960,5,98119,2019-05-14,897000,3500,1850,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,5.0,0,1,0
52831,342960,70,98119,2019-12-18,2490000,5000,3120,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,7.0,0,1,1
752763,343250,1225,98155,2019-01-07,560000,7332,1730,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,1,1,0
976492,343250,1550,98155,2019-02-04,415000,8141,830,Traffic Noise,1,1,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,4.0,1,0,0
656158,343250,1710,98155,2019-03-13,580000,8134,1700,Traffic Noise,1,1,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,4.0,0,1,0
209645,343250,1535,98155,2019-04-11,559000,5983,830,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,1
233578,343250,755,98155,2019-04-22,773000,8287,1980,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,1,1,1
726290,343250,960,98155,2019-05-08,505000,8135,1060,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,4.0,1,0,0
302809,343250,1020,98155,2019-05-16,450000,8132,3240,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,5.0,1,1,0
183271,343250,1218,98155,2019-06-05,500000,6381,880,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0
4705,343250,1515,98155,2019-06-12,544000,8141,1100,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,1
97233,343250,1241,98155,2019-06-27,477500,8963,1100,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0
866156,343250,1295,98155,2019-07-03,509900,8145,1150,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,4.0,1,1,0
529879,343250,893,98155,2019-07-19,658000,7680,1760,Traffic Noise,1,1,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,5.0,1,0,1
183462,343550,10,98115,2019-10-22,752000,7200,1970,Traffic Noise,1,1,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,5.0,1,1,0
940105,343550,5,98115,2019-11-19,850000,7200,2590,Traffic Noise,1,2,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,0,1,0
523483,343850,337,98106,2019-01-02,547000,6000,1410,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,5.0,1,0,0
807661,343850,725,98106,2019-02-14,530000,10488,1470,Traffic Noise,1,1,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,4.0,1,1,0
121631,343850,1650,98106,2019-02-20,490000,7605,1340,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,4.0,1,1,0
700994,343850,530,98106,2019-02-25,390000,8246,860,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,4.0,1,1,0
865261,343850,580,98106,2019-03-11,535000,10069,1670,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,1
975376,343850,2313,98106,2019-03-25,400000,13490,650,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0
820917,343850,3263,98106,2019-04-02,400000,4520,680,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,4.0,0,0,0
725484,343850,3178,98106,2019-04-17,295000,5009,740,Traffic Noise,1,1,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,0
110394,343850,1887,98106,2019-04-23,641800,5237,2470,Other Nuisances,1,1,0,1,0,None,0,0,0,0,0,0,0,0,0,0,0,6.0,0,1,1
932133,343850,1869,98106,2019-05-06,661500,5457,2610,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,6.0,0,0,1
357992,343850,2772,98106,2019-05-15,535000,5640,2140,Traffic Noise,1,1,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,0,1,0
743153,343850,757,98106,2019-05-15,550000,5244,1270,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,1,0,0
232704,343850,1550,98106,2019-05-30,650000,13477,1980,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,0,1,0
691532,343850,2983,98106,2019-06-06,700000,10647,3340,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,5.0,1,1,0
62501,343850,3144,98106,2019-06-07,699950,7168,2302,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,1,1,1
619378,343850,1531,98106,2019-06-07,679000,5760,2720,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,1,1,0
237922,343850,1611,98106,2019-06-11,575000,13612,1210,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,1,0,1
654834,343850,2652,98106,2019-06-13,730000,5000,2300,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,6.0,1,1,0
275967,343850,479,98106,2019-06-21,635000,7000,2130,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,5.0,1,1,0
248502,343850,660,98106,2019-06-24,700000,10953,1590,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,5.0,1,0,1
665730,343850,1877,98106,2019-06-27,720000,5002,2610,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,6.0,0,0,1
62266,343850,1841,98106,2019-07-10,412000,10669,750,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,4.0,1,0,0
752662,343850,1782,98106,2019-07-15,635000,6985,1410,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,1,0,0
442280,343850,2591,98106,2019-07-19,575000,20898,1600,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,4.0,0,1,0
493295,343850,2668,98106,2019-07-25,650000,5457,1760,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,5.0,1,1,0
598108,343850,3070,98106,2019-07-29,450000,7076,890,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,4.0,1,0,0
624043,343850,2432,98106,2019-08-15,690000,9685,680,Traffic Noise,1,2,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0
544028,343850,157,98106,2019-08-20,585000,7054,1470,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,1,0,1
672816,343850,3122,98106,2019-08-22,428500,6105,1810,No Nuisances,0,0,0,0,0,None,1,0,1,0,0,0,0,0,0,0,0,5.0,0,1,0
685560,343850,351,98106,2019-08-26,411000,5000,720,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,4.0,1,0,0
135117,343850,276,98106,2019-09-03,485000,5625,890,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,1,0,0
265805,343850,1076,98106,2019-09-04,585000,25065,1690,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,1,1,0
294040,343850,1610,98106,2019-09-16,325000,3750,670,Traffic Noise,1,2,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0
497577,343850,2057,98106,2019-09-19,270000,5500,1630,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,1,1,0
424427,343850,3359,98106,2019-09-20,400000,8400,970,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,1
123199,343850,2715,98106,2019-09-27,662500,5102,2100,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,1,1,0
983640,343850,3023,98106,2019-10-03,650000,7020,1840,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,1,1,0
975971,343850,992,98106,2019-10-30,580000,6482,2010,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,1,1,1
622923,343850,164,98106,2019-10-31,630000,6930,1450,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,0,1,1
17029,343850,787,98106,2019-11-14,377000,6986,1060,Other Nuisances,1,1,0,1,0,None,0,0,0,0,0,0,0,0,0,0,0,4.0,1,0,1
749716,343850,3140,98106,2019-11-15,448000,7920,1020,Traffic Noise,1,1,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,1,0,0
982918,343850,3073,98106,2019-11-22,432250,6960,790,No Nuisances,0,0,0,0,0,None,1,0,1,0,0,0,0,0,0,0,0,4.0,0,0,0
668259,343850,2930,98106,2019-11-23,700000,7200,2450,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,6.0,1,1,1
731508,343850,2351,98106,2019-12-09,680000,5873,1530,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,0,1,0
43801,343850,2050,98106,2019-12-18,400000,7267,1520,Traffic Noise,1,2,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,5.0,0,1,0
808938,343850,3226,98106,2019-01-11,542000,5320,2390,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,6.0,0,0,1
78869,343850,1050,98106,2019-01-30,790000,5014,2640,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,7.0,0,0,0
583964,343850,1587,98106,2019-02-28,679206,5001,2310,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,6.0,1,1,0
875898,343850,1570,98106,2019-06-14,789000,7232,2320,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,6.0,1,0,0
694178,343850,322,98106,2019-07-05,975000,5000,3120,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,7.0,1,1,0
43036,343850,1419,98106,2019-07-08,675000,7178,1980,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,5.0,1,1,0
663921,343850,2778,98106,2019-07-22,655000,5000,2000,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,5.0,0,1,0
169596,343850,2276,98106,2019-07-31,900000,6701,1420,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,1,1,0
541323,343850,2275,98106,2019-07-31,90000,6289,1620,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,1,1,0
191681,343850,1330,98106,2019-08-12,331250,6623,1530,Traffic Noise,1,2,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,0,1,0
6908,343850,2067,98106,2019-10-01,472000,5000,1420,Traffic Noise,1,2,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,4.0,1,1,0
913837,343850,1573,98106,2019-10-16,749000,7349,2320,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,6.0,1,0,0
300602,343850,1332,98106,2019-10-18,535000,2306,1610,Traffic Noise,1,2,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,0,1,0
420963,344200,136,98177,2019-06-12,617450,5100,1000,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,0
918014,344200,151,98177,2019-04-15,539000,2161,1440,Traffic Noise,1,2,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,6.0,1,1,0
130945,344350,160,98077,2019-04-22,1070000,28705,2740,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,7.0,0,0,1
717840,344350,60,98077,2019-05-30,1280000,32383,3340,No Nuisances,0,0,0,0,0,None,1,1,1,0,0,0,0,0,0,0,0,7.0,0,0,0
730258,344400,205,98042,2019-11-06,395000,43034,1660,Power Lines,1,0,1,0,0,None,1,1,0,0,0,0,0,0,0,0,0,5.0,1,0,0
836794,344410,391,98042,2019-04-19,450000,55705,1250,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,5.0,0,0,1
64201,344500,236,98198,2019-05-20,370000,16547,1730,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,4.0,1,0,1
579599,344500,268,98198,2019-08-22,359950,13950,1250,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,4.0,1,0,0
710575,344500,271,98198,2019-09-16,325000,12300,1200,Traffic Noise,1,1,0,0,0,None,1,0,1,0,0,0,0,0,0,0,0,4.0,0,0,0
650230,344540,140,98118,2019-02-21,485000,2617,1390,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,5.0,0,0,1
655500,344540,250,98118,2019-10-29,409000,1431,1100,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,5.0,0,0,0
451103,344600,40,98033,2019-08-27,1870000,9300,3920,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,8.0,0,0,1
857606,344800,1920,98125,2019-02-21,494500,7597,570,No Nuisances,0,0,0,0,0,None,1,0,1,0,0,0,0,0,0,0,0,3.0,0,0,0
580244,344800,1345,98125,2019-03-01,800000,5600,2170,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,5.0,0,1,0
52941,344800,823,98125,2019-04-08,579500,5000,1590,Other Nuisances,1,0,0,1,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,1,1,0
169096,344800,455,98125,2019-05-22,410000,2543,1120,Traffic Noise,1,1,0,0,0,None,1,1,1,0,0,0,0,0,0,0,0,4.0,0,0,0
223561,344800,547,98125,2019-06-28,435000,1060,1076,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,0,1,0
679779,344800,1160,98125,2019-06-28,575000,7920,1370,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,4.0,1,0,0
960226,344800,1765,98125,2019-07-30,495000,1690,1370,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,0,1,0
813190,344800,725,98125,2019-10-03,775000,7700,2190,No Nuisances,0,0,0,0,0,None,1,0,1,0,0,0,0,0,0,0,0,6.0,1,1,0
335371,344800,1860,98125,2019-11-11,335618,15078,3100,Other Nuisances,1,0,0,1,0,None,1,1,0,0,0,0,0,0,0,0,0,5.0,0,1,0
214330,344800,885,98125,2019-12-10,685000,6600,1620,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,5.0,0,0,0
167078,344800,545,98125,2019-06-28,435000,1040,1080,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,0,1,0
304593,344800,1994,98125,2019-08-02,370000,5002,3200,Traffic Noise,1,1,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,7.0,0,0,1
500060,344800,187,98125,2019-08-07,580000,2185,1867,Traffic Noise,1,1,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,6.0,1,0,1
740873,344800,326,98125,2019-09-25,720000,7274,2000,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,6.0,0,0,1
347934,344871,10,98059,2019-01-08,473000,10405,2250,Traffic Noise,1,2,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,0,1,0
657402,344874,400,98059,2019-06-21,500000,4530,1480,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,5.0,0,0,1
660981,344874,290,98059,2019-07-10,575000,4500,1830,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,5.0,1,0,1
268552,344890,440,98059,2019-06-21,820000,20148,2840,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,7.0,0,0,1
536450,344890,50,98059,2019-09-24,780000,5010,2500,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,7.0,1,0,1
252898,344890,250,98059,2019-10-09,785000,6544,2500,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,7.0,1,0,1
975098,344950,70,98056,2019-02-04,548500,7560,1300,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,0
198803,344950,120,98056,2019-09-06,424950,7560,1250,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,1,0,0
992805,344950,50,98056,2019-09-05,640000,9825,2980,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,6.0,1,1,1
139506,344980,150,98056,2019-02-28,800000,9471,3040,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,7.0,1,0,1
589827,344981,180,98056,2019-04-01,773000,5986,2500,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,7.0,0,0,1
390866,344982,440,98056,2019-03-21,890000,15429,3820,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,7.0,1,0,1
209012,344982,180,98056,2019-09-09,700000,6850,2410,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,7.0,0,0,1
184241,345030,390,98059,2019-07-19,440000,7616,1730,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,1,1,0
665388,345030,140,98059,2019-12-09,472500,8066,1650,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,1
919791,345030,210,98059,2019-12-17,389000,7700,960,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,5.0,0,0,1
634492,345040,10,98059,2019-04-04,516000,7700,1380,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,5.0,0,0,1
275224,345040,290,98059,2019-08-19,430000,9108,1730,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,1,1,0
668729,345041,90,98059,2019-03-13,655000,7140,2190,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,6.0,1,1,1
846622,345100,453,98146,2019-05-30,365000,9300,930,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,1
533644,345100,443,98146,2019-06-19,521000,6404,1420,Traffic Noise,1,1,0,0,0,None,1,0,1,0,0,0,0,0,0,0,0,5.0,0,0,0
737794,345600,110,98040,2019-11-25,1285000,11647,2640,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,7.0,1,1,1
273996,345900,160,98155,2019-11-19,645000,9400,2720,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,2,0,0,0,0,0,6.0,1,1,1
910225,345910,190,98155,2019-03-25,626000,9000,1990,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,2,0,0,0,0,0,6.0,1,1,0
614520,345910,200,98155,2019-08-07,785000,8349,2510,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,2,0,0,0,0,0,6.0,1,1,0
229177,345910,320,98155,2019-11-22,529950,7250,1700,Traffic Noise,1,1,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,1,1,1
482152,345910,40,98155,2019-12-06,1065000,7505,3170,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,6.0,1,0,1
285997,345940,490,98006,2019-05-08,830000,13720,2160,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,6.0,0,0,1
266033,345940,110,98006,2019-07-05,1043000,11229,1900,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,6.0,0,1,0
