,Major,Minor,ZipCode,DocumentDate,SalePrice,SqFtLot,SqFtTotLiving,Nuisances,Has_Nuisance,TrafficNoise,PowerLines,OtherNuisances,Is_WaterFrontLocation,WaterFrontLocation,Has_Porch,Has_OpenPorch,Has_EnclosedPorch,View_MtRainier,View_Olympics,View_Cascades,SeattleSkyline,View_PugetSound,View_LakeWashington,View_LakeSammamish,View_SmallLakeRiverCreek,BldgGrade,Has_Deck,Has_Finished_Basement,Has_Attached_Garage
677238,179390,40,98042,2019-03-18,3488000,9656,4320,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,10.0,1,1,1
865312,179390,160,98042,2019-05-01,3050000,10101,4080,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,10.0,1,1,1
111316,179390,90,98042,2019-06-04,3100000,9664,4120,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,10.0,0,1,1
680668,179390,110,98042,2019-11-26,2838000,11793,4300,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,10.0,1,1,0
539661,179390,10,98042,2019-12-09,2670000,10884,4050,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,10.0,1,0,1
75735,179450,35,98109,2019-05-20,1139000,4800,2330,Other Nuisances,1,0,0,1,0,None,1,1,0,0,0,0,0,0,0,0,0,6.0,1,0,0
269676,179450,350,98119,2019-04-30,2325000,5400,3520,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,7.0,1,0,0
469964,179450,645,98119,2019-06-11,1750000,5400,3380,Other Nuisances,1,0,0,1,0,None,1,1,0,0,0,0,0,0,0,0,0,6.0,1,1,0
180729,179450,715,98119,2019-06-13,1815000,5400,2920,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,7.0,1,1,0
973427,179450,720,98119,2019-10-07,1230000,5400,2070,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,5.0,0,0,0
918938,179520,10,98004,2019-05-02,1950000,18551,2580,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,8.0,0,0,0
882674,179550,260,98042,2019-02-21,387000,8645,2160,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,0
515955,179550,120,98042,2019-10-09,290000,8645,1070,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,5.0,0,0,1
593594,179570,100,98108,2019-03-28,815000,5000,4030,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,6.0,1,1,0
60895,179580,40,98198,2019-11-16,1600000,20388,5370,No Nuisances,0,0,0,0,0,None,0,0,0,0,3,0,0,4,0,0,0,11.0,1,0,1
217416,179590,80,98052,2019-07-15,775000,7121,1970,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,6.0,0,0,1
255186,179590,300,98052,2019-11-06,865000,7837,2490,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,6.0,1,0,1
878528,179591,150,98052,2019-03-05,875000,8898,2390,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,6.0,0,1,1
982728,179591,240,98052,2019-08-19,800000,8386,2300,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,6.0,1,1,1
825175,179591,370,98052,2019-12-17,829950,7218,2130,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,6.0,1,0,1
804902,179592,290,98052,2019-06-05,850000,7196,2590,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,6.0,0,0,1
958096,179600,140,98092,2019-06-03,525152,48787,2780,Traffic Noise,1,2,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,5.0,1,1,1
262171,179610,45,98092,2019-04-29,695000,51846,2220,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,6.0,1,1,0
962543,179615,30,98092,2019-07-02,575000,38081,2590,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,6.0,1,0,1
810071,179615,150,98092,2019-11-13,603000,41790,2060,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,6.0,1,0,1
738150,179615,140,98092,2019-11-26,585000,41515,2280,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,6.0,1,0,1
785712,179620,260,98042,2019-05-08,400000,9800,1730,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,1,0,1
317259,179620,160,98042,2019-06-06,370000,8670,1650,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,5.0,1,0,1
534776,179625,160,98042,2019-11-14,372000,35350,1560,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,1
305132,179630,20,98042,2019-10-30,325000,9675,1530,Traffic Noise,1,1,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,5.0,0,0,1
176981,179632,30,98042,2019-02-05,450000,4446,2210,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,6.0,0,0,1
734934,179632,40,98042,2019-08-06,459000,5354,2380,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,6.0,0,0,1
725609,179635,300,98042,2019-03-18,299000,10400,860,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,4.0,1,0,0
808457,179635,510,98042,2019-05-08,410000,7150,1230,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,5.0,1,0,1
480069,179635,340,98042,2019-06-07,385000,6600,1530,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,5.0,0,0,1
169882,179635,460,98042,2019-06-18,315000,8750,1390,Traffic Noise,1,2,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,1
886602,179635,860,98042,2019-06-25,360000,7500,1730,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,1,1,0
848363,179635,580,98042,2019-08-02,389600,8400,1440,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,5.0,1,0,1
279464,179635,930,98042,2019-09-05,387300,7350,1250,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,5.0,1,0,1
438409,179636,370,98042,2019-03-07,368000,8223,1540,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,1,1,1
464335,179636,100,98042,2019-04-08,437000,10346,2030,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,1,0,1
330110,179636,450,98042,2019-06-11,377500,8113,1490,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,1
142550,179636,200,98042,2019-10-30,414000,8172,1660,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,1,0,1
296400,179636,620,98042,2019-12-05,359950,8266,1180,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,1
495866,179637,590,98042,2019-01-22,374900,7599,1490,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,5.0,1,0,1
921210,179637,390,98042,2019-02-07,383000,8161,1560,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,5.0,1,0,1
126264,179637,50,98042,2019-04-17,420000,7457,1640,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,5.0,0,0,1
977990,179638,120,98042,2019-02-22,413000,9008,1660,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,1,1,1
445129,179638,850,98042,2019-04-23,398000,7196,1670,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,1,1,1
295699,179638,790,98042,2019-06-25,390000,8324,2170,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,1
488055,179638,810,98042,2019-07-10,363000,7263,1680,No Nuisances,0,0,0,0,0,None,1,0,1,0,0,0,0,0,0,0,0,5.0,1,1,1
716916,179638,490,98042,2019-07-12,311000,6825,1100,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,1
979661,179638,60,98042,2019-08-06,400000,7372,1290,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,5.0,1,0,1
719009,179638,20,98042,2019-08-23,380000,7350,1670,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,1,1,1
209828,179638,40,98042,2019-11-27,374888,7350,1290,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,5.0,0,0,1
4527,179639,50,98042,2019-04-30,422000,7404,1650,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,1,1,1
192029,179639,60,98042,2019-05-10,385000,8160,1090,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,1,0,1
710063,179640,70,98042,2019-02-01,320000,9496,960,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,1
458714,179641,20,98042,2019-03-15,438000,6528,1680,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,1
164321,179650,50,98042,2019-05-17,454800,3600,1980,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,6.0,0,0,1
951400,179670,170,98042,2019-09-17,452000,3935,1770,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,1
518843,179670,190,98042,2019-10-29,435000,5230,1770,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,1,0,1
471455,179750,1270,98105,2019-07-11,933000,4000,1680,No Nuisances,0,0,0,0,0,None,1,0,1,0,0,0,0,0,0,0,0,6.0,0,0,0
651956,179750,1275,98105,2019-12-13,1200000,4000,2670,Traffic Noise,1,1,0,0,0,None,1,1,1,0,0,0,0,0,0,0,0,5.0,0,1,0
779533,179750,555,98115,2019-07-01,860000,4000,1800,Traffic Noise,1,2,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,0,1,0
549699,179750,525,98115,2019-09-09,867000,4160,2770,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,5.0,0,1,0
310325,179750,125,98115,2019-09-19,905000,5488,1810,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,6.0,0,0,0
554287,179750,480,98115,2019-11-22,1205000,4480,3260,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,5.0,1,1,1
765633,179800,25,98115,2019-02-18,809500,3200,1050,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,6.0,0,0,0
575714,180150,120,98178,2019-09-23,480000,7488,1850,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,0,1,0
671603,180170,30,98004,2019-03-18,5800000,33542,5540,No Nuisances,0,0,0,0,1,Lake Washington,1,1,0,0,0,0,0,0,1,0,0,12.0,1,0,1
76077,180200,30,98004,2019-09-20,3900000,20054,5300,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,11.0,1,1,1
444417,180200,10,98004,2019-07-19,4998000,20213,6220,Traffic Noise,1,1,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,10.0,1,1,1
728268,180690,35,98112,2019-07-09,860000,2582,690,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,4.0,0,0,0
906545,180690,495,98112,2019-03-08,929000,1542,1590,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,6.0,1,1,0
426356,180690,455,98112,2019-05-15,2100000,708,1180,No Nuisances,0,0,0,0,0,None,1,0,1,0,0,0,0,0,0,0,0,7.0,1,0,0
343716,180690,499,98112,2019-07-25,929000,1330,1720,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,6.0,1,1,0
32709,180790,325,98033,2019-12-13,800000,5000,1250,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0
177137,180790,125,98033,2019-04-04,2278000,5000,3760,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,7.0,0,1,1
945550,181080,30,98168,2019-07-31,275000,14575,1240,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,5.0,0,0,0
676095,181480,1060,98103,2019-05-02,427000,1890,1010,Traffic Noise,1,1,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,1
524931,181480,850,98103,2019-05-28,480000,6750,730,Traffic Noise,1,3,0,0,0,None,0,0,0,0,0,0,0,0,0,0,2,3.0,0,0,0
417939,181480,535,98103,2019-07-12,985000,3939,2580,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,6.0,1,1,0
838225,181880,340,98116,2019-05-17,2100000,8600,4860,No Nuisances,0,0,0,0,0,None,0,0,0,0,3,0,0,3,0,0,0,11.0,1,1,0
194074,181880,345,98116,2019-07-25,1110150,7918,3120,No Nuisances,0,0,0,0,0,None,0,0,0,0,3,0,0,3,0,0,0,6.0,1,1,0
820910,181980,195,98107,2019-10-01,885000,3948,1240,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,6.0,1,0,0
458493,181980,100,98107,2019-10-02,733000,4651,1090,No Nuisances,0,0,0,0,0,None,0,0,0,0,2,0,0,0,0,0,0,5.0,0,0,0
464052,182006,9070,98022,2019-09-11,59152,43560,2300,Traffic Noise,1,1,0,0,0,None,1,1,0,0,0,2,0,0,0,0,0,5.0,0,0,0
78421,182006,9019,98022,2019-09-18,330000,423838,900,No Nuisances,0,0,0,0,0,None,0,0,0,2,0,2,0,0,0,0,0,4.0,0,0,0
348875,182007,9031,98022,2019-04-26,647000,215006,3910,Traffic Noise,1,1,0,0,0,None,0,0,0,0,0,3,0,0,0,0,0,6.0,0,1,0
577631,182007,9032,98022,2019-04-23,220000,215001,2500,Traffic Noise,1,1,0,0,0,None,1,1,0,0,0,3,0,0,0,0,0,5.0,0,0,1
30533,182105,9066,98002,2019-03-25,415000,9749,2470,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,6.0,0,1,1
803291,182105,9245,98002,2019-04-01,421000,10890,2100,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,1,1,0
567054,182105,9312,98002,2019-07-15,405000,16500,1480,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,1,0,1
363630,182105,9109,98002,2019-09-13,355000,10077,1540,Traffic Noise,1,2,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,1
936715,182105,9265,98002,2019-11-25,450000,20520,3900,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,6.0,0,0,0
39026,182105,9014,98002,2019-12-12,1120000,6410,2630,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,5.0,0,0,1
758023,182203,9119,98070,2019-05-15,375000,9600,1080,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,1,0,0,0,4.0,0,0,0
955862,182203,9057,98070,2019-06-18,650000,103672,2350,Traffic Noise,1,1,0,0,0,None,1,0,1,0,0,0,0,0,0,0,0,5.0,1,0,0
591540,182203,9124,98070,2019-12-02,540000,17000,1310,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,5.0,1,0,1
251108,182205,9056,98031,2019-01-07,453330,29269,1600,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,1
823107,182205,9209,98031,2019-02-25,400000,15400,2550,Traffic Noise,1,1,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,5.0,1,1,1
984126,182205,9254,98031,2019-03-05,325000,9000,1100,Traffic Noise,1,1,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,5.0,0,0,0
919543,182205,9426,98031,2019-03-12,558000,8885,3050,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,7.0,1,0,1
259116,182205,9128,98031,2019-05-21,470000,22689,2600,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,6.0,1,1,1
482,182205,9160,98031,2019-05-22,470000,26387,1420,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,1
144845,182205,9333,98031,2019-07-13,350500,14667,1560,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,4.0,1,0,0
646229,182205,9144,98031,2019-09-06,335000,14508,1120,Traffic Noise,1,1,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,0
172653,182205,9049,98031,2019-09-26,419500,13340,1320,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,1,0,0
720863,182205,9079,98031,2019-09-30,395950,8276,2060,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,5.0,0,0,0
902199,182205,9477,98031,2019-02-21,550000,7754,2977,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,5.0,0,1,1
256816,182205,9045,98031,2019-05-15,602000,8815,3290,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,8.0,0,0,1
275578,182205,9427,98031,2019-11-08,605000,8886,2880,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,7.0,0,0,1
494770,182206,9050,98042,2019-09-09,372800,15120,1000,Traffic Noise,1,1,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,4.0,1,0,0
66931,182206,9116,98058,2019-09-24,764950,99752,2400,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,7.0,0,0,1
796913,182207,9051,98038,2019-06-27,710000,108029,1760,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,5.0,0,0,1
348625,182211,9024,98038,2019-08-21,150000,60112,580,Traffic Noise,1,3,0,0,1,River or slough,0,0,0,0,0,0,0,0,0,0,2,2.0,0,0,0
508067,182230,56,98038,2019-01-31,845000,2100,2000,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,6.0,1,0,0
763218,182230,55,98038,2019-03-21,835000,2072,2000,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,6.0,1,0,0
437003,182236,60,98072,2019-04-11,730000,5249,2520,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,6.0,1,0,1
557812,182250,160,98003,2019-10-11,500900,11473,2570,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,6.0,0,0,1
62182,182250,340,98003,2019-07-23,427500,4717,2109,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,6.0,0,0,1
768049,182250,220,98003,2019-08-15,475000,7057,1949,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,6.0,0,0,1
547354,182303,9063,98070,2019-05-16,570000,13906,1220,No Nuisances,0,0,0,0,1,Puget Sound,1,1,0,0,0,0,0,4,0,0,0,4.0,1,0,0
554487,182303,9061,98070,2019-06-20,645000,129695,2330,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,6.0,1,1,0
588298,182303,9180,98070,2019-11-08,312891,102723,1850,Traffic Noise,1,2,0,0,0,None,1,1,1,0,0,0,0,0,0,0,0,5.0,0,0,0
675533,182303,9064,98070,2019-11-12,590000,14323,1110,No Nuisances,0,0,0,0,1,Puget Sound,0,0,0,0,0,0,0,4,0,0,0,5.0,1,1,0
472947,182303,9067,98070,2019-11-20,205500,13112,1460,No Nuisances,0,0,0,0,1,Puget Sound,1,1,0,0,0,0,0,4,0,0,0,4.0,1,1,0
818711,182304,9040,98146,2019-04-19,740000,19682,2990,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,6.0,0,1,0
130180,182304,9062,98146,2019-05-20,380000,8303,1210,Other Nuisances,1,2,0,1,0,None,1,1,0,0,0,0,0,0,0,0,0,4.0,1,0,0
23813,182304,9208,98146,2019-06-22,375000,7800,1520,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,1,1,0
510368,182304,9223,98146,2019-07-30,438000,9271,1960,Traffic Noise,1,2,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,1,1,0
650431,182304,9182,98146,2019-08-23,460000,9225,1200,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,0
666569,182304,9151,98146,2019-11-20,560000,11178,1440,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,1,0,0
743279,182304,9097,98146,2019-11-20,450000,8916,1680,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,4.0,1,0,1
972509,182304,9094,98146,2019-12-02,250000,7704,1340,No Nuisances,0,0,0,0,0,None,1,0,1,0,0,0,0,0,0,0,0,4.0,1,1,0
744670,182305,9269,98055,2019-02-22,480000,7045,2480,Traffic Noise,1,1,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,1,1,0
933387,182305,9159,98055,2019-11-16,440000,5000,1700,Traffic Noise,1,2,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,4.0,0,1,0
671979,182305,9290,98055,2019-10-21,475000,4634,2550,Traffic Noise,1,1,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,6.0,1,0,1
494506,182306,9017,98027,2019-04-24,215000,110206,1270,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,4.0,1,0,0
817383,182306,9233,98059,2019-02-19,650000,23761,1770,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,0,1,0
767367,182306,9120,98059,2019-05-22,1300000,85377,3360,No Nuisances,0,0,0,0,1,Other lake,1,1,0,0,0,0,0,0,0,0,4,6.0,1,1,1
534958,182306,9266,98059,2019-06-20,605000,65137,1930,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,5.0,1,0,0
79851,182306,9141,98059,2019-07-09,712000,23168,2582,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,6.0,1,0,1
527012,182306,9066,98059,2019-07-09,670000,46609,2140,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,6.0,1,0,1
990164,182306,9278,98059,2019-07-19,616500,44866,1410,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,5.0,1,0,0
250825,182306,9234,98059,2019-08-08,375000,27600,1420,Traffic Noise,1,2,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,4.0,1,0,0
662814,182306,9200,98059,2019-09-18,601000,18174,2290,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,4.0,0,0,1
774452,182306,9250,98059,2019-10-07,775000,131551,2070,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,0,1,1
816444,182306,9219,98059,2019-10-23,390000,11780,920,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,1
996585,182306,9110,98059,2019-11-25,450000,69260,1400,Traffic Noise,1,2,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0
346762,182309,9069,98045,2019-02-25,4125000,886010,7900,No Nuisances,0,0,0,0,1,River or slough,0,0,0,0,0,0,0,0,0,0,0,12.0,1,0,0
398339,182309,9039,98045,2019-07-10,1300000,411981,4370,No Nuisances,0,0,0,0,1,River or slough,1,1,0,0,0,0,0,0,0,0,0,8.0,0,1,0
867821,182309,9042,98045,2019-10-21,985000,308950,2720,No Nuisances,0,0,0,0,1,River or slough,1,1,0,0,0,0,0,0,0,0,0,6.0,1,1,0
404339,182405,9136,98040,2019-01-30,1460000,9653,3660,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,8.0,1,1,0
650347,182405,9144,98040,2019-02-26,1941500,13978,3990,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,7.0,1,1,1
904237,182405,9140,98040,2019-05-08,1125000,11303,2500,Traffic Noise,1,3,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,5.0,1,1,0
627961,182405,9081,98040,2019-11-14,2646000,17550,5090,Traffic Noise,1,1,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,8.0,1,0,1
432577,182406,9182,98008,2019-01-23,2400000,23585,5550,No Nuisances,0,0,0,0,1,Lake Sammamish,1,1,0,0,0,0,0,0,0,3,0,11.0,1,1,1
672247,182406,9050,98027,2019-06-07,3475000,14223,4530,No Nuisances,0,0,0,0,1,Lake Sammamish,1,1,0,0,0,0,0,0,0,4,0,8.0,1,1,1
712424,182406,9039,98027,2019-08-06,7350000,14810,1610,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,1,0,4.0,1,1,0
825341,182406,9079,98027,2019-08-06,7350000,44927,6600,No Nuisances,0,0,0,0,1,Lake Sammamish,1,1,0,0,0,0,0,0,0,4,0,10.0,0,0,1
18936,182406,9193,98027,2019-02-15,820000,21161,1760,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,1,0,6.0,0,0,0
287702,182406,9119,98027,2019-03-04,1925000,12754,4040,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,8.0,0,0,1
965892,182407,9080,98024,2019-04-03,929000,84942,2490,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,6.0,1,1,0
187385,182407,9037,98024,2019-08-12,840000,228690,1940,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,5.0,0,0,1
545065,182407,9085,98024,2019-10-03,815450,93779,2790,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,6.0,0,0,1
894775,182408,9042,98065,2019-09-05,856000,333234,1790,No Nuisances,0,0,0,0,0,None,1,0,1,0,0,0,0,0,0,0,0,5.0,1,0,1
196794,182480,115,98115,2019-06-04,1137000,5000,1730,No Nuisances,0,0,0,0,0,None,1,1,1,0,0,0,0,0,0,0,0,5.0,0,0,0
124264,182504,9120,98103,2019-06-25,879950,2960,2186,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,5.0,0,0,0
209983,182506,9016,98053,2019-10-15,1600000,100623,5010,No Nuisances,0,0,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,7.0,0,0,1
497411,182506,9078,98074,2019-06-28,540000,41671,1660,No Nuisances,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,5.0,1,1,0
350203,182506,9129,98074,2019-05-28,1684913,7729,3780,Traffic Noise,1,2,0,0,0,None,1,1,0,0,0,0,0,0,0,0,0,8.0,1,0,1
