,Major,Minor,PropType,SqFtLot,SalePrice,DocumentDate,NbrLivingUnits,SqFtTotLiving,Has_Porch,Nuisances,WaterFrontLocation,Is_WaterFrontLocation,Has_Nuisance
15790,444380,1535,R,3880,984000,2019-06-11,1,1660,1,No Nuisances,None,0,0
15791,444380,1195,R,3880,1025000,2019-07-01,1,1750,1,No Nuisances,None,0,0
15792,444380,505,R,3880,800000,2019-07-11,1,1810,0,No Nuisances,None,0,0
15793,444380,765,R,3880,952027,2019-08-07,1,2080,0,No Nuisances,None,0,0
15794,444380,405,R,4080,879000,2019-08-08,1,2170,1,No Nuisances,None,0,0
15795,444380,1345,R,4268,821000,2019-08-20,1,1550,1,No Nuisances,None,0,0
15796,444380,625,R,3880,785000,2019-09-10,1,2120,1,No Nuisances,None,0,0
15797,444380,705,R,3880,738000,2019-09-29,1,1360,1,No Nuisances,None,0,0
15798,444380,220,R,6120,1000000,2019-10-03,1,868,1,No Nuisances,None,0,0
15799,444380,1505,R,3880,725880,2019-10-18,1,1530,0,No Nuisances,None,0,0
15800,444380,940,R,3880,685000,2019-11-15,1,1260,0,No Nuisances,None,0,0
15801,444380,900,R,3880,740000,2019-11-25,1,1220,1,No Nuisances,None,0,0
15802,444380,1035,R,5820,730000,2019-12-05,1,1130,1,No Nuisances,None,0,0
15803,444730,16,R,1719,899950,2019-06-02,1,1420,0,Other Nuisances,None,0,1
15804,444730,90,R,4000,1685000,2019-07-22,1,3040,1,No Nuisances,None,0,0
15805,444730,45,R,3960,1200000,2019-09-09,1,3870,1,Traffic Noise,None,0,1
15806,444730,180,R,4000,825000,2019-10-29,1,2420,0,No Nuisances,None,0,0
15807,444730,130,R,4000,890000,2019-11-21,1,2290,0,Traffic Noise,None,0,1
15808,444730,95,R,4000,750000,2019-11-26,1,1240,0,No Nuisances,None,0,0
15809,444980,650,R,7500,700000,2019-01-17,1,1820,1,No Nuisances,None,0,0
15810,444980,204,R,5940,829999,2019-04-15,1,1500,1,No Nuisances,None,0,0
15811,444980,185,R,3960,875000,2019-04-18,1,1840,1,No Nuisances,None,0,0
15812,444980,315,R,3960,612500,2019-06-07,1,1260,0,No Nuisances,None,0,0
15813,444980,365,R,3746,800000,2019-06-19,1,1440,0,No Nuisances,None,0,0
15814,444980,590,R,4000,451333,2019-06-23,1,830,1,Other Nuisances,None,0,1
15815,444980,75,R,4653,854170,2019-08-16,1,2380,0,No Nuisances,None,0,0
15816,444980,716,R,4424,796000,2019-12-26,1,2320,0,Traffic Noise,None,0,1
15817,445230,90,R,2250,850000,2019-04-18,1,2090,1,Traffic Noise,None,0,1
15818,445230,150,R,3200,745000,2019-07-19,1,980,1,Traffic Noise,None,0,1
15819,445230,170,R,4041,1225000,2019-09-19,1,2050,1,No Nuisances,None,0,0
15820,445730,520,R,9079,2188000,2019-01-07,1,3610,1,No Nuisances,None,0,0
15821,445730,15,R,9643,1300000,2019-03-28,1,2500,0,No Nuisances,None,0,0
15822,445730,150,R,10125,1067000,2019-05-04,1,1550,1,No Nuisances,None,0,0
15823,445730,190,R,10125,1260000,2019-07-23,1,2830,1,No Nuisances,None,0,0
15824,445730,80,R,11070,2295000,2019-12-09,1,4000,1,Traffic Noise,None,0,1
15825,445810,10,R,11643,1125000,2019-01-10,1,2740,0,No Nuisances,None,0,0
15826,445810,30,R,11645,1162000,2019-04-17,1,1740,1,No Nuisances,None,0,0
15827,445870,40,R,12524,630000,2019-05-24,1,1600,1,No Nuisances,None,0,0
15828,445880,110,R,11970,1650000,2019-04-18,1,3300,1,No Nuisances,None,0,0
15829,445900,110,R,10357,335000,2019-05-09,1,1050,0,No Nuisances,None,0,0
15830,445900,60,R,10357,400000,2019-06-24,1,1400,1,No Nuisances,None,0,0
15831,445980,70,R,4923,939000,2019-05-17,1,1420,1,No Nuisances,None,0,0
15832,446340,420,R,43560,72771,2019-07-08,1,1024,1,No Nuisances,None,0,0
15833,446590,5,R,7167,650000,2019-03-19,1,1530,0,Other Nuisances,None,0,1
15834,446590,45,R,13440,640000,2019-10-04,1,2120,0,No Nuisances,None,0,0
15835,447340,180,R,3700,1499000,2019-05-20,1,2230,1,No Nuisances,None,0,0
15836,447500,30,R,5311,474500,2019-08-27,1,2010,0,No Nuisances,None,0,0
15837,447580,66,R,5200,619000,2019-06-06,1,1590,0,No Nuisances,None,0,0
15838,447640,135,R,8625,566000,2019-03-13,1,1520,0,No Nuisances,None,0,0
15839,447700,300,R,12425,781000,2019-07-18,1,1860,0,No Nuisances,None,0,0
15840,447700,285,R,14100,732000,2019-10-30,1,2270,0,No Nuisances,None,0,0
15841,447700,265,R,18120,1000000,2019-11-11,1,3360,0,No Nuisances,None,0,0
15842,499750,20,R,11698,270000,2019-06-03,1,2000,0,No Nuisances,None,0,0
15843,499750,40,R,11698,460000,2019-06-20,1,1490,0,No Nuisances,None,0,0
15844,500000,10,R,9728,415000,2019-06-27,1,1040,0,No Nuisances,None,0,0
15845,500000,40,R,7020,310000,2019-07-18,1,1080,1,No Nuisances,None,0,0
15846,500170,35,R,8115,286000,2019-01-07,1,1570,0,Traffic Noise,None,0,1
15847,500170,50,R,7810,355000,2019-10-23,1,1340,1,No Nuisances,None,0,0
15848,500300,50,R,7790,319950,2019-01-25,1,1450,0,No Nuisances,None,0,0
15849,500300,70,R,7790,310000,2019-04-03,1,1190,0,No Nuisances,None,0,0
15850,500300,45,R,7790,430000,2019-05-24,1,2460,0,No Nuisances,None,0,0
15851,500300,35,R,7790,299950,2019-07-17,1,1840,1,No Nuisances,None,0,0
15852,500300,110,R,7790,385000,2019-11-04,1,1610,0,No Nuisances,None,0,0
15853,500340,60,R,36350,1150000,2019-03-02,1,3010,0,No Nuisances,None,0,0
15854,500360,250,R,6501,505000,2019-07-26,1,2880,0,No Nuisances,None,0,0
15855,500380,210,R,10754,405000,2019-02-19,1,1530,0,No Nuisances,None,0,0
15856,500500,275,R,4000,625000,2019-05-22,1,670,0,No Nuisances,None,0,0
15857,500500,20,R,5680,478000,2019-07-05,1,720,0,No Nuisances,None,0,0
15858,500500,270,R,4000,360000,2019-10-07,1,670,0,No Nuisances,None,0,0
15859,500600,85,R,7906,500206,2019-05-16,1,1130,1,No Nuisances,None,0,0
15860,500600,25,R,7906,515000,2019-05-22,1,1710,1,No Nuisances,None,0,0
15861,500650,20,R,20000,6100000,2019-12-10,1,5480,0,No Nuisances,None,0,0
15862,500850,215,R,10235,1200000,2019-12-10,1,5070,0,No Nuisances,None,0,0
15863,500950,70,R,9048,655000,2019-08-24,1,2000,0,No Nuisances,None,0,0
15864,500960,130,R,9055,415000,2019-02-19,1,1810,0,No Nuisances,None,0,0
15865,500960,10,R,5855,107775,2019-03-25,1,1770,0,Power Lines,None,0,1
15866,500960,110,R,6852,369000,2019-11-05,1,1800,0,Power Lines,None,0,1
15867,501100,130,R,3360,430000,2019-01-30,1,1080,1,Traffic Noise,None,0,1
15868,501100,185,R,4200,950000,2019-07-19,1,1900,1,Traffic Noise,None,0,1
15869,501100,85,R,3200,505000,2019-09-09,1,690,1,Traffic Noise,None,0,1
15870,501100,115,R,4200,820000,2019-09-20,2,2880,1,Traffic Noise,None,0,1
15871,501200,180,R,9925,1200000,2019-07-22,1,4180,1,No Nuisances,None,0,0
15872,501350,410,R,6678,708500,2019-02-21,1,1320,0,No Nuisances,None,0,0
15873,501350,75,R,6710,667000,2019-05-06,1,1350,0,No Nuisances,None,0,0
15874,501350,70,R,6270,770000,2019-05-22,1,2050,1,No Nuisances,None,0,0
15875,501350,310,R,6466,700000,2019-09-20,1,1260,1,No Nuisances,None,0,0
15876,501400,60,R,6776,640000,2019-04-02,1,1480,0,Traffic Noise,None,0,1
15877,501400,120,R,7200,810000,2019-05-09,1,1210,0,Traffic Noise,None,0,1
15878,501460,60,R,6951,928000,2019-06-27,1,2880,1,No Nuisances,None,0,0
15879,501500,635,R,4000,660815,2019-04-24,1,3330,1,No Nuisances,None,0,0
15880,501500,1395,R,4000,1200000,2019-05-20,1,1960,1,No Nuisances,None,0,0
15881,501500,1360,R,3880,1050000,2019-06-07,1,1680,0,No Nuisances,None,0,0
15882,501500,490,R,4000,1335000,2019-06-19,1,2290,0,No Nuisances,None,0,0
15883,501500,285,R,4000,1000000,2019-06-21,1,2180,1,No Nuisances,None,0,0
15884,501500,765,R,5350,750000,2019-07-09,1,1050,0,No Nuisances,None,0,0
15885,501500,1220,R,1600,775000,2019-09-03,1,1580,0,No Nuisances,None,0,0
15886,501500,1452,R,2296,1300000,2019-10-25,1,2280,1,No Nuisances,None,0,0
15887,501500,1055,R,4000,1345000,2019-10-30,1,3380,1,No Nuisances,None,0,0
15888,501500,1315,R,2640,760750,2019-10-31,2,1610,1,No Nuisances,None,0,0
15889,501500,510,R,4000,1925000,2019-11-13,1,3270,0,No Nuisances,None,0,0
15890,501600,1050,R,2495,855000,2019-01-10,1,1740,0,No Nuisances,None,0,0
15891,501600,2262,R,5000,661500,2019-02-04,2,1610,0,No Nuisances,None,0,0
15892,501600,1325,R,2500,909000,2019-03-29,1,1290,0,No Nuisances,None,0,0
15893,501600,3135,R,4832,1450000,2019-04-11,1,2460,1,No Nuisances,None,0,0
15894,501600,2615,R,2369,700000,2019-04-20,1,1340,1,Other Nuisances,None,0,1
15895,501600,1060,R,2500,940000,2019-04-25,1,1740,0,No Nuisances,None,0,0
15896,501600,2815,R,5286,1475000,2019-05-03,2,2620,1,No Nuisances,None,0,0
15897,501600,2275,R,3839,2250000,2019-05-07,1,3060,0,No Nuisances,None,0,0
15898,501600,1650,R,4000,817000,2019-05-14,1,1300,1,No Nuisances,None,0,0
15899,501600,1055,R,2150,940000,2019-05-23,1,1740,0,No Nuisances,None,0,0
15900,501600,1535,R,3300,1030000,2019-05-28,1,1920,1,No Nuisances,None,0,0
15901,501600,3195,R,4400,1250000,2019-06-11,1,1750,1,No Nuisances,None,0,0
15902,501600,260,R,4800,1408000,2019-06-25,1,2500,1,No Nuisances,None,0,0
15903,501600,1614,R,4000,862000,2019-07-03,1,1270,1,No Nuisances,None,0,0
15904,501600,1620,R,4000,1295000,2019-07-05,1,2930,0,No Nuisances,None,0,0
15905,501600,2470,R,3200,1100000,2019-08-19,1,2540,0,No Nuisances,None,0,0
15906,501600,2374,R,4055,2387500,2019-08-22,1,3870,1,No Nuisances,None,0,0
15907,501600,1330,R,2500,840000,2019-10-29,1,1700,0,No Nuisances,None,0,0
15908,501600,170,R,4800,820000,2019-10-30,1,1630,0,No Nuisances,None,0,0
15909,501600,2375,R,3967,2250000,2019-12-13,1,3870,1,No Nuisances,None,0,0
15910,501700,440,R,6975,1180000,2019-01-29,1,1930,1,No Nuisances,None,0,0
15911,501700,200,R,5320,1190000,2019-02-21,1,1450,0,No Nuisances,None,0,0
15912,501700,210,R,5320,800000,2019-03-25,1,4030,1,No Nuisances,None,0,0
15913,501700,510,R,5994,1375000,2019-09-16,1,2180,0,No Nuisances,None,0,0
15914,501820,45,R,9534,390000,2019-11-05,1,1470,1,Traffic Noise,None,0,1
15915,502190,115,R,9600,2450000,2019-01-17,1,3720,1,No Nuisances,None,0,0
15916,502190,110,R,9600,2330000,2019-02-05,1,3720,1,No Nuisances,None,0,0
15917,502190,90,R,9620,2198999,2019-02-06,1,3320,1,No Nuisances,None,0,0
15918,502190,360,R,11400,1258000,2019-02-28,1,2280,1,No Nuisances,None,0,0
15919,502190,340,R,12787,1308000,2019-05-07,1,2220,1,No Nuisances,None,0,0
15920,502190,280,R,10800,2390000,2019-06-11,1,4060,1,No Nuisances,None,0,0
15921,502190,495,R,11200,925000,2019-06-13,1,1400,1,No Nuisances,None,0,0
15922,502190,275,R,10800,2418000,2019-07-18,1,4060,1,No Nuisances,None,0,0
15923,502190,555,R,12387,1250000,2019-07-26,1,2020,1,No Nuisances,None,0,0
15924,502190,95,R,8414,2224000,2019-07-29,1,3220,1,No Nuisances,None,0,0
15925,502190,100,R,14250,2450000,2019-08-14,1,4370,1,No Nuisances,None,0,0
15926,502190,535,R,19950,1525000,2019-09-26,1,2320,0,No Nuisances,None,0,0
15927,502690,265,R,12523,3900000,2019-11-20,1,3680,1,Traffic Noise,Lake Washington,1,1
15928,502820,5,R,8880,730000,2019-03-28,1,2470,0,No Nuisances,None,0,0
15929,502860,760,R,6600,396100,2019-05-17,1,1860,1,No Nuisances,None,0,0
15930,502860,720,R,7115,355000,2019-05-20,1,1620,1,No Nuisances,None,0,0
15931,502860,1110,R,6500,400000,2019-05-21,1,1490,1,No Nuisances,None,0,0
15932,502860,2220,R,5800,411000,2019-06-11,1,1930,0,Traffic Noise,None,0,1
15933,502860,730,R,7016,452450,2019-09-25,1,2000,0,No Nuisances,None,0,0
15934,502860,1840,R,6559,393000,2019-11-17,1,1900,0,No Nuisances,None,0,0
15935,502860,1160,R,6000,385000,2019-11-20,1,1400,1,No Nuisances,None,0,0
15936,502890,80,R,3925,75000,2019-10-23,1,2110,1,Other Nuisances,None,0,1
15937,502900,20,R,9360,550000,2019-06-21,1,2460,0,No Nuisances,None,0,0
15938,502940,30,R,7500,480000,2019-01-31,1,990,0,No Nuisances,None,0,0
15939,502940,80,R,8400,485000,2019-06-04,1,990,0,No Nuisances,None,0,0
15940,502940,95,R,7680,460000,2019-07-16,1,1200,0,No Nuisances,None,0,0
15941,502945,170,R,6921,165000,2019-06-13,1,1030,1,No Nuisances,None,0,0
15942,502945,270,R,7145,370000,2019-06-25,1,1060,1,No Nuisances,None,0,0
15943,502945,860,R,7022,377007,2019-08-20,1,1480,0,No Nuisances,None,0,0
15944,502945,810,R,8741,345000,2019-11-12,1,1460,0,No Nuisances,None,0,0
15945,502945,840,R,8564,340000,2019-11-25,1,1480,0,No Nuisances,None,0,0
15946,502945,880,R,7000,389000,2019-12-17,1,1470,0,No Nuisances,None,0,0
15947,502946,470,R,6950,370000,2019-01-09,1,1600,0,No Nuisances,None,0,0
15948,502946,110,R,7000,402950,2019-07-18,1,1880,1,No Nuisances,None,0,0
15949,502946,320,R,7128,375000,2019-07-24,1,1890,1,No Nuisances,None,0,0
15950,503530,1103,R,9352,1110000,2019-01-23,1,2060,0,No Nuisances,None,0,0
15951,503530,760,R,5186,1050000,2019-04-23,1,2630,0,No Nuisances,None,0,0
15952,503530,480,R,7271,1157500,2019-05-20,1,1890,1,No Nuisances,None,0,0
15953,503530,440,R,6322,1150000,2019-06-03,1,1700,0,No Nuisances,None,0,0
15954,503530,125,R,6000,759000,2019-07-12,1,1230,1,No Nuisances,None,0,0
15955,503530,245,R,6000,980000,2019-08-05,1,1400,0,Traffic Noise,None,0,1
15956,503530,651,R,6200,1625000,2019-08-22,1,2600,1,No Nuisances,None,0,0
15957,503530,665,R,6742,995000,2019-08-25,1,3240,1,No Nuisances,None,0,0
15958,503530,705,R,14263,2440000,2019-08-27,1,3570,1,No Nuisances,None,0,0
15959,503530,130,R,6000,785000,2019-09-05,1,1360,0,No Nuisances,None,0,0
15960,503530,505,R,4261,732000,2019-11-07,1,1620,1,No Nuisances,None,0,0
15961,503530,235,R,6000,1200000,2019-11-18,1,3220,1,Traffic Noise,None,0,1
15962,503530,885,R,3750,889900,2019-12-02,1,1900,1,No Nuisances,None,0,0
15963,503630,215,R,6000,943300,2019-04-02,1,2070,1,Traffic Noise,None,0,1
15964,503730,10,R,5923,1051000,2019-04-12,1,2600,1,Traffic Noise,None,0,1
15965,503830,10,R,6300,1150000,2019-05-22,1,2220,1,Traffic Noise,None,0,1
15966,503830,35,R,6300,1475000,2019-08-02,1,2450,1,No Nuisances,None,0,0
15967,503830,100,R,6328,1067500,2019-10-01,1,2160,1,No Nuisances,None,0,0
15968,504130,95,R,5419,701000,2019-03-04,1,890,0,No Nuisances,None,0,0
15969,504230,105,R,6240,1262500,2019-02-20,1,2560,1,No Nuisances,None,0,0
15970,504230,80,R,5038,899000,2019-04-29,1,1980,0,No Nuisances,None,0,0
15971,504230,71,R,3221,728000,2019-05-13,1,1020,0,No Nuisances,None,0,0
15972,504230,140,R,6900,985000,2019-06-05,1,1930,1,No Nuisances,None,0,0
15973,504230,130,R,6750,1079000,2019-07-05,1,2770,0,No Nuisances,None,0,0
15974,504570,180,R,5010,712500,2019-02-05,1,2420,1,No Nuisances,None,0,0
15975,504570,340,R,5330,680000,2019-03-14,1,2810,1,No Nuisances,None,0,0
15976,504730,5,R,5980,569000,2019-07-03,1,1790,1,Traffic Noise,None,0,1
15977,505230,45,R,644,679000,2019-04-16,1,1380,1,Traffic Noise,None,0,1
15978,505230,48,R,1031,775000,2019-05-24,1,1460,1,No Nuisances,None,0,0
15979,505230,49,R,1037,769000,2019-05-27,1,1460,1,No Nuisances,None,0,0
15980,505230,75,R,4600,650000,2019-10-02,1,1110,1,No Nuisances,None,0,0
15981,505400,100,R,9661,837500,2019-12-05,1,2050,0,No Nuisances,None,0,0
15982,505480,150,R,9800,439000,2019-02-25,1,2600,0,No Nuisances,None,0,0
15983,505480,210,R,9568,389500,2019-05-31,1,1650,1,Traffic Noise,None,0,1
15984,505480,100,R,10823,449950,2019-07-18,1,1870,1,No Nuisances,None,0,0
15985,505480,110,R,9652,515000,2019-09-25,1,2240,1,No Nuisances,None,0,0
15986,505650,10,R,10385,680000,2019-06-04,1,2080,0,Power Lines,None,0,1
15987,505650,250,R,9000,780000,2019-10-05,1,1850,1,No Nuisances,None,0,0
15988,505710,70,R,6371,575000,2019-08-01,1,3166,1,No Nuisances,None,0,0
15989,506180,7,R,6849,130000,2019-06-14,1,1120,1,Other Nuisances,None,0,1
15990,506230,280,R,6488,213500,2019-03-27,1,890,1,Other Nuisances,None,0,1
15991,506640,363,R,11142,250000,2019-05-02,1,1020,1,Traffic Noise,None,0,1
15992,506640,402,R,34789,460000,2019-06-25,1,2270,1,Traffic Noise,None,0,1
15993,506640,400,R,14950,305000,2019-11-26,1,1090,1,Traffic Noise,None,0,1
15994,506740,95,R,17190,825000,2019-05-01,1,3342,1,No Nuisances,None,0,0
15995,506840,142,R,10000,500000,2019-03-06,1,1570,0,No Nuisances,None,0,0
15996,506840,35,R,7925,820950,2019-04-04,1,3330,1,No Nuisances,None,0,0
15997,506840,131,R,34965,950000,2019-05-06,1,3750,0,No Nuisances,None,0,0
15998,506840,128,R,9217,475000,2019-09-03,1,1750,0,No Nuisances,None,0,0
15999,506840,107,R,14326,1250000,2019-10-01,1,3380,1,No Nuisances,Puget Sound,1,0
16000,506840,100,R,16802,406400,2019-12-23,1,1072,0,No Nuisances,Puget Sound,1,0
16001,506880,10,R,9375,399000,2019-01-14,1,2240,1,Traffic Noise,None,0,1
16002,506880,60,R,11200,405000,2019-09-04,1,2200,0,No Nuisances,None,0,0
16003,507000,10,R,9516,565000,2019-08-29,1,2360,1,No Nuisances,None,0,0
16004,507140,685,R,6000,755000,2019-03-20,1,1800,0,No Nuisances,None,0,0
16005,507140,103,R,7728,1150000,2019-10-31,1,3060,0,No Nuisances,None,0,0
16006,507150,140,R,8789,65000,2019-01-10,1,910,1,No Nuisances,None,0,0
16007,507160,150,R,8000,550000,2019-01-03,1,2420,1,No Nuisances,None,0,0
16008,507160,50,R,8730,455000,2019-07-16,1,1400,0,Other Nuisances,None,0,1
16009,507170,30,R,8500,539000,2019-09-07,1,2350,1,No Nuisances,None,0,0
16010,507190,85,R,8250,650000,2019-04-15,1,2150,0,Other Nuisances,None,0,1
16011,507220,40,R,13100,790000,2019-05-29,1,2220,0,No Nuisances,None,0,0
16012,507220,35,R,15000,712000,2019-07-30,1,2540,1,No Nuisances,None,0,0
16013,507230,115,R,9900,415000,2019-06-21,1,1410,0,No Nuisances,None,0,0
16014,507230,210,R,9900,685000,2019-08-27,1,2480,0,No Nuisances,None,0,0
16015,507240,430,R,9900,647000,2019-04-30,1,2220,0,No Nuisances,None,0,0
16016,507240,230,R,14600,960000,2019-06-18,1,3700,1,No Nuisances,None,0,0
16017,507240,461,R,10200,725000,2019-09-24,1,2000,0,No Nuisances,None,0,0
16018,507240,20,R,9200,770000,2019-10-07,1,2760,1,No Nuisances,None,0,0
16019,507242,40,R,8690,805000,2019-09-06,1,2320,1,No Nuisances,None,0,0
16020,507400,230,R,11040,480000,2019-05-22,1,1280,1,No Nuisances,None,0,0
16021,507400,120,R,11040,499950,2019-06-06,1,1670,1,No Nuisances,None,0,0
16022,507400,125,R,11040,312000,2019-06-27,1,1270,0,No Nuisances,None,0,0
16023,507400,11,R,8400,350000,2019-08-07,1,1130,1,Traffic Noise,None,0,1
16024,507400,260,R,11040,450000,2019-08-22,1,1280,0,No Nuisances,None,0,0
16025,507400,205,R,11040,423034,2019-09-10,1,1540,1,No Nuisances,None,0,0
16026,507540,170,R,3290,880000,2019-09-27,1,1480,0,No Nuisances,None,0,0
16027,507690,40,R,11316,822500,2019-09-25,1,2740,1,Traffic Noise,None,0,1
16028,507840,180,R,10171,3230000,2019-05-14,1,5180,1,No Nuisances,None,0,0
16029,507840,295,R,10404,3500000,2019-06-07,1,6100,1,No Nuisances,None,0,0
16030,507840,181,R,10176,3235000,2019-07-12,1,5010,1,No Nuisances,None,0,0
16031,507840,200,R,17428,1954552,2019-12-05,1,5330,0,No Nuisances,None,0,0
16032,508140,690,R,5550,660000,2019-01-08,1,1700,1,No Nuisances,None,0,0
16033,508140,681,R,3356,1188000,2019-02-12,1,2540,0,No Nuisances,None,0,0
16034,508140,335,R,4866,610000,2019-08-25,1,1880,1,Traffic Noise,None,0,1
16035,508300,365,R,9528,342000,2019-06-05,1,1590,0,No Nuisances,None,0,0
16036,508300,135,R,9450,350000,2019-06-12,1,1190,1,No Nuisances,None,0,0
16037,508300,265,R,10386,1500,2019-07-19,1,1320,1,No Nuisances,None,0,0
16038,508300,325,R,11949,370000,2019-10-10,1,1550,0,No Nuisances,None,0,0
16039,508300,75,R,9349,34300,2019-11-25,1,1020,1,Traffic Noise,None,0,1
16040,508310,65,R,9080,42203,2019-09-06,1,1190,0,Traffic Noise,None,0,1
16041,508790,120,R,4773,479950,2019-06-06,1,2050,1,No Nuisances,None,0,0
16042,508790,70,R,4923,167836,2019-11-05,1,2440,1,No Nuisances,None,0,0
16043,508850,130,R,16146,600000,2019-06-03,1,2260,1,No Nuisances,None,0,0
16044,508850,60,R,14412,625000,2019-06-04,1,2400,1,No Nuisances,None,0,0
16045,508850,160,R,16700,258357,2019-08-23,1,2370,0,No Nuisances,None,0,0
16046,508970,20,R,8800,495000,2019-06-13,1,2100,1,No Nuisances,None,0,0
16047,508970,240,R,9375,520000,2019-06-19,1,2210,0,No Nuisances,None,0,0
16048,508970,440,R,9350,410000,2019-08-16,1,1480,0,No Nuisances,None,0,0
16049,508970,760,R,7700,470000,2019-09-06,1,2100,1,No Nuisances,None,0,0
16050,509200,10,R,8824,399950,2019-01-04,1,1740,0,Traffic Noise,None,0,1
16051,509200,140,R,9387,490000,2019-06-05,1,2300,1,No Nuisances,None,0,0
16052,509200,90,R,8323,418000,2019-09-14,1,1150,0,No Nuisances,None,0,0
16053,509210,170,R,8323,420000,2019-02-19,1,1890,1,No Nuisances,None,0,0
16054,509330,970,R,9000,3350000,2019-03-05,1,3940,1,Other Nuisances,None,0,1
16055,509330,1330,R,10727,3270000,2019-06-11,1,4950,1,No Nuisances,None,0,0
16056,509330,905,R,7870,1465000,2019-07-17,1,2610,1,No Nuisances,None,0,0
16057,509330,720,R,10500,1950000,2019-09-07,1,3360,1,No Nuisances,None,0,0
16058,509330,650,R,8500,2500,2019-09-27,1,3220,0,No Nuisances,None,0,0
16059,509440,7,R,9733,345000,2019-11-25,2,2580,0,No Nuisances,None,0,0
16060,509500,130,R,8013,755906,2019-01-14,1,4710,1,No Nuisances,None,0,0
16061,509500,650,R,7855,699000,2019-01-18,1,2760,1,No Nuisances,None,0,0
16062,509500,930,R,6731,637067,2019-01-30,1,2990,1,No Nuisances,None,0,0
16063,509500,160,R,6000,704884,2019-02-07,1,3510,1,No Nuisances,None,0,0
16064,509500,170,R,6124,735000,2019-03-21,1,4320,1,No Nuisances,None,0,0
16065,509500,690,R,5000,689991,2019-04-01,1,4470,1,No Nuisances,None,0,0
16066,509500,20,R,9230,860000,2019-04-02,1,4680,1,No Nuisances,None,0,0
16067,509500,710,R,5000,699990,2019-04-09,1,4070,1,No Nuisances,None,0,0
16068,509500,550,R,13823,745000,2019-07-02,1,3030,1,No Nuisances,None,0,0
16069,509500,720,R,5000,685000,2019-10-09,1,4070,1,No Nuisances,None,0,0
16070,509501,550,R,7416,654950,2019-02-01,1,3040,1,No Nuisances,None,0,0
16071,509501,50,R,6983,664950,2019-02-01,1,4140,1,No Nuisances,None,0,0
16072,509501,560,R,6345,639950,2019-02-01,1,3260,1,No Nuisances,None,0,0
16073,509501,90,R,8095,664950,2019-02-01,1,4140,1,No Nuisances,None,0,0
16074,509501,30,R,6975,679950,2019-02-01,1,4140,1,No Nuisances,None,0,0
16075,509501,20,R,7132,649950,2019-02-26,1,3880,1,No Nuisances,None,0,0
16076,509501,80,R,6993,671950,2019-03-04,1,3880,1,No Nuisances,None,0,0
16077,509501,70,R,6990,664950,2019-03-08,1,4140,1,No Nuisances,None,0,0
16078,509501,520,R,7002,649950,2019-03-28,1,3260,1,No Nuisances,None,0,0
16079,509501,60,R,6986,672000,2019-04-24,1,3880,1,No Nuisances,None,0,0
16080,509501,420,R,6612,614950,2019-05-01,1,3010,1,No Nuisances,None,0,0
16081,509501,500,R,8315,654950,2019-05-01,1,3260,1,No Nuisances,None,0,0
16082,509501,40,R,6979,674950,2019-05-03,1,3880,1,No Nuisances,None,0,0
16083,509501,540,R,7416,649950,2019-05-09,1,3260,1,No Nuisances,None,0,0
16084,509501,350,R,5000,645000,2019-05-14,1,3660,1,No Nuisances,None,0,0
16085,509501,270,R,5000,645000,2019-05-15,1,2750,1,No Nuisances,None,0,0
16086,509501,530,R,7028,619950,2019-06-10,1,3040,1,No Nuisances,None,0,0
16087,509501,510,R,7407,619950,2019-07-01,1,3040,1,No Nuisances,None,0,0
16088,509501,360,R,5000,609950,2019-08-01,1,3360,1,No Nuisances,None,0,0
16089,509501,340,R,5000,619950,2019-08-05,1,3360,1,No Nuisances,None,0,0
16090,509501,250,R,5000,539900,2019-12-11,1,2770,1,No Nuisances,None,0,0
16091,509502,50,R,6272,526950,2019-05-28,1,2360,1,No Nuisances,None,0,0
16092,509502,70,R,4040,522950,2019-06-01,1,2360,1,No Nuisances,None,0,0
16093,509502,60,R,4050,539950,2019-06-01,1,2550,1,No Nuisances,None,0,0
16094,509502,90,R,4107,489950,2019-06-01,1,2260,1,No Nuisances,None,0,0
16095,509502,40,R,8615,614950,2019-07-01,1,3040,1,No Nuisances,None,0,0
16096,509502,200,R,4001,494950,2019-07-01,1,2260,1,No Nuisances,None,0,0
16097,509502,270,R,7207,549950,2019-07-01,1,2540,1,No Nuisances,None,0,0
16098,509502,280,R,9417,584950,2019-07-01,1,2880,1,No Nuisances,None,0,0
16099,509502,210,R,4375,524950,2019-07-03,1,2350,1,No Nuisances,None,0,0
16100,509502,260,R,4050,544950,2019-08-01,1,2550,1,No Nuisances,None,0,0
16101,509502,250,R,4050,524950,2019-08-01,1,2350,1,No Nuisances,None,0,0
16102,509502,10,R,4900,539950,2019-08-01,1,3060,1,No Nuisances,None,0,0
16103,509502,240,R,4050,544950,2019-08-01,1,2550,1,No Nuisances,None,0,0
16104,509502,230,R,4039,524950,2019-08-07,1,2350,1,No Nuisances,None,0,0
16105,509502,160,R,4050,496950,2019-08-29,1,2260,1,No Nuisances,None,0,0
16106,509502,30,R,4890,830000,2019-09-05,1,3060,1,No Nuisances,None,0,0
16107,509502,150,R,4050,529950,2019-10-01,1,2550,1,No Nuisances,None,0,0
16108,509502,140,R,7747,572950,2019-10-01,1,2880,1,No Nuisances,None,0,0
